Sample_ID;Depth;Date;Core;Sample;Li;Be;Al;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Mo;Ag;Cd;Sn;Sb;Pb;U;Hg
NA-A20;19,5;1982;Naples;NA-A20;49,35;7,308;70748;118,159;823,494;483,183;34812;9,141;24,486;150,757;318,796;27,12;8,231;2,264;1,153;50,847;2,198;214,438;9,242;0,366
NA-A22;21,5;1977;Naples;NA-A22;49,349;7,254;68913;115,893;855,689;470,508;34165;8,996;24,047;146,988;321,182;26,608;9,718;2,348;1,142;51,177;2,159;218,553;9,41;0,356
NA-A27;26,5;1966;Naples;NA-A27;46,433;7,417;66534;118,124;1365,353;491,385;33783;8,808;23,327;139,632;333,884;28,38;9,35;1,879;1,534;49,342;2,495;260,794;9,445;0,416
NA-A30;29,5;1960;Naples;NA-A30;46,051;7,489;65573;119,954;1797,89;494,126;33757;8,779;22,793;133,917;351,844;29,557;10,045;1,444;1,792;48,913;2,599;281,103;9,979;0,446
NA-A33;32,5;1953;Naples;NA-A33;46,267;7,12;65731;121,522;1669,253;512,452;33970;8,937;23,816;133,73;357,806;28,34;9,894;1,629;1,751;51,625;2,649;291,214;9,979;0,463
NA-A35;34,5;1949;Naples;NA-A35;42,958;6,851;64286;122,913;1480,348;538,795;34574;8,957;22,178;124,59;353,567;28,927;9,733;1,356;1,712;49,139;3,271;312,944;9,893;0,471
NA-A37;36,5;1944;Naples;NA-A37;41,016;7,199;63828;129,275;839,015;604,042;37755;9,363;21,576;114,884;350,16;33,063;11,048;0,984;1,289;50,207;4,14;348,182;9,63;0,482
NA-A39;38,5;1940;Naples;NA-A39;39,97;7,237;64104;131,162;714,274;635,741;37809;9,548;21,215;108,919;331,717;32,044;8,951;0,812;1,133;46,615;3,655;346,223;9,427;0,537
NA-A42;41,5;1934;Naples;NA-A42;40,626;7,126;63815;129,037;650,808;662,343;38424;9,48;20,597;110,919;328,63;34,071;8,848;0,801;1,167;47,55;3,158;328,762;9,081;0,449
NA-A45;44,5;1927;Naples;NA-A45;39,811;7,594;65950;133,881;330,503;730,408;42642;10,05;20,327;103,599;290,359;42,262;7,965;0,679;0,783;39,807;2,57;262,178;8,687;0,481
NA-A48;47,5;1920;Naples;NA-A48;42,099;8,032;69354;136,485;347,459;759,242;41555;10,229;20,445;105,821;294,207;36,366;5,486;0,616;0,728;38,643;2,78;266,443;8,123;0,537
NA-A50;49,5;1916;Naples;NA-A50;45,335;8,412;76897;145,904;132,883;816,648;44207;11,302;20,582;102,099;235,303;37,469;4,083;0,516;0,367;28,688;2,149;181,01;7,236;0,427
NA-A51;50,5;1914;Naples;NA-A51;44,154;8,535;75918;143,884;113,104;810,555;43085;11,15;20,506;99,42;229,283;36,512;3,939;0,527;0,356;27,083;2,066;170,381;6,998;0,43
NA-A53;52,5;1909;Naples;NA-A53;45,737;9,055;79518;153,302;114,374;816,427;45753;12,113;21,489;101,782;221,468;40,361;4,187;0,462;0,326;25,406;2,116;171,741;7,502;0,422
NA-A55;54,5;1905;Naples;NA-A55;46,121;8,499;77146;144,812;69,839;755,593;43059;11,706;20,222;92,572;182,085;38,071;3,97;0,373;0,261;20,335;2,002;149,783;7,191;0,393
NA-A57;56,5;1901;Naples;NA-A57;39,631;6,991;57580;119,07;114,64;630,907;35312;9,725;16,499;84,076;168,142;33,152;3,419;0,41;0,28;15,8;0,935;137,839;5,481;0,425
NA-A60;59,5;1894;Naples;NA-A60;39,877;9,1;86569;175,487;54,391;857,377;48035;14,927;22,31;84,956;156,037;37,659;4,06;0,762;0,186;17,348;1,767;132,15;8,085;0,356
NA-A62;61,5;1890;Naples;NA-A62;34,995;8,629;77758;155,67;46,94;748,442;42142;13,205;19,762;69,715;132,536;33,527;3,762;0,506;0,149;15,68;1,549;118,356;7,584;0,356
NA-A64;63,5;1885;Naples;NA-A64;36,565;9,191;82727;163,987;37,777;798,084;44897;14,21;20,342;68,909;131,962;34,98;3,948;0,251;0,136;14,382;1,513;119,058;8,158;0,302
TA_A1;0,5;2024;Tallin;TA_A1;36,078;2,391;57420;78,065;61,631;428,742;33903;11,65;30,265;31,261;104,586;8,606;11,621;0,195;0,494;3,073;1,363;27,92;5,959;0,068
TA_A2;1,5;2023;Tallin;TA_A2;39,571;2,333;64294;89,043;70,285;556,288;40088;13,76;32,88;31,853;117,338;7,505;6,473;0,251;0,56;3,44;1,095;31,362;5,248;0,05
TA_A5;4,5;2020;Tallin;TA_A5;36,478;2,111;60557;83,636;65,434;592,132;40168;13,827;32,604;36,196;116,623;7,079;13,822;0,162;0,766;3,218;1,074;30,297;5,92;0,065
TA_A8;7,5;2017;Tallin;TA_A8;41,39;2,53;67458;91,635;72,252;569,689;38734;13,704;31,563;29,717;116,451;6,434;7,896;0,172;0,477;3,492;0,79;34,306;5,701;0,052
TA_A11;10,5;2013;Tallin;TA_A11;42,143;2,541;66768;91,718;72,917;693,145;40463;14,072;33,61;31,249;123,367;7,524;7,484;0,196;0,57;3,648;1,131;36,229;5,259;0,077
TA_A14;13,5;2009;Tallin;TA_A14;41,485;2,425;66834;90,628;74,395;658,906;40273;13,503;32,884;32,472;127,05;7,86;4,975;0,236;0,628;3,666;1,072;39,591;5,171;0,088
TA_A16;15,5;2006;Tallin;TA_A16;40,217;2,302;60500;83,592;73,609;745,189;37051;12,933;30,663;32,682;128,512;8,908;2,178;0,319;0,592;3,983;1,477;47,234;4,353;0,123
TA_A19;18,5;2002;Tallin;TA_A19;40,74;2,462;63373;85,778;78,567;736,177;37141;11,948;30,621;35,459;138,941;10,751;1,886;0,389;0,733;4,146;1,465;51,359;5,001;0,131
TA_A22;21,5;1996;Tallin;TA_A22;41,242;2,565;66995;89,292;82,045;703,479;36987;11,828;30,831;35,132;136,703;12,433;2,079;0,393;0,774;4,38;1,358;49,652;5,018;0,108
TA_A25;24,5;1991;Tallin;TA_A25;40,856;2,699;63655;86,828;83,659;601,737;35573;12,121;31,158;35,962;145,545;15,84;2,3;0,437;0,789;4,453;1,576;51,131;4,895;0,122
TA_A27;26,5;1988;Tallin;TA_A27;39,68;2,242;62194;85,711;87,618;604,14;38033;12,502;31,476;35,498;132,461;14,879;3,17;0,445;0,806;4,555;1,622;49,321;4,406;0,13
TA_A28;27,5;1986;Tallin;TA_A28;42,39;2,5;63992;89,928;91,236;721,708;41923;13,619;34,77;38,868;153,889;14,49;5,658;0,444;1,099;4,668;2,03;52,914;5,166;0,121
TA_A29;28,5;1984;Tallin;TA_A29;42,012;2,353;64721;91,248;92,376;759,218;41559;14,298;35,791;39,799;167,528;13,267;7,13;0,439;1,195;4,577;2,285;54,452;5,513;0,13
TA_A31;30,5;1980;Tallin;TA_A31;41,357;2,383;64900;92,338;101,102;713,207;41499;13,882;36,755;47,718;193,894;13,375;10,488;0,565;1,677;5,033;2,466;65,759;6,197;0,152
TA_A34;33,5;1975;Tallin;TA_A34;40,834;2,626;64360;89,823;88,288;657,747;43742;14,734;36,083;67,259;281,174;18,681;12,513;0,738;2,82;5,207;3,473;89,101;6,589;0,194
TA_A37;36,5;1970;Tallin;TA_A37;39,013;2,562;59721;80,326;70,201;549,315;43171;12,976;30,541;48,42;207,637;14,002;9,929;0,507;1,649;4,702;2,364;73,49;6,211;0,285
TA_A40;39,5;1964;Tallin;TA_A40;43,587;2,495;66209;89,096;74,575;630,582;39694;12,195;30,343;33,797;144,979;10,18;2,387;0,445;0,605;4,505;1,484;58,544;5,67;0,184
TA_A42;41,5;1961;Tallin;TA_A42;43,532;2,596;66969;88,277;73,261;569,458;37379;12,247;30,403;32,106;148,593;11,1;1,976;0,25;0,71;4,348;1,468;54,997;5,386;0,144
TA_A45;44,5;1954;Tallin;TA_A45;45,541;2,621;68935;92,657;73,777;627,214;38190;11,817;31,12;31,822;145,233;10,878;2,974;0,23;0,575;4,29;1,2;52,659;6,194;0,111
TA_A47;46,5;1949;Tallin;TA_A47;43,192;2,388;63174;84,015;66,885;544,267;34873;11,347;28,097;28,769;124,394;9,972;0,968;0,2;0,448;3,945;1,097;48,02;5,203;0,1
TA_A49;48,5;1944;Tallin;TA_A49;43,624;2,496;66420;88,534;70,868;603,528;40387;12,096;29,473;29,298;123,527;10,943;1,485;0,193;0,359;3,984;1,031;47,48;5,394;0,095
TA_A51;50,5;1939;Tallin;TA_A51;35,888;2,185;56057;70,68;56,366;470,601;29411;9,408;22,89;22,003;92,175;5,865;0,78;0,159;0,217;3,211;0,699;38,086;4,594;0,079
BARC1-A1;0,5;2022;Barcelone;BARC1-A1;42,503;1,69;50594;55,405;103,986;335,406;22863;6,266;15,302;43,535;181,55;16,281;1,439;0,828;0,547;8,186;2,382;124,479;3,233;1,81
BARC1-A2;1,5;2016;Barcelone;BARC1-A2;55,773;1,915;55489;79,106;306,051;369,139;30016;8,027;25,56;110,941;402,332;30,902;4,07;2,129;2,059;16,738;6,78;314,594;4,437;8,589
BARC1-A4;3,5;2006;Barcelone;BARC1-A4;59,386;2,143;56552;83,646;324,068;374,967;31304;8,238;26,203;117,237;420,458;31,723;4,889;2,08;2,131;18,446;7,899;326,481;4,841;7,661
BARC1-A7;6,5;1991;Barcelone;BARC1-A7;61,012;2,128;56478;87,714;347,501;361,867;32259;8,966;26,846;113,551;349,057;32,937;10,183;1,501;1,843;15,892;10,688;303,513;5,731;6,566
BARC1-A9;8,5;1980;Barcelone;BARC1-A9;59,852;2,308;57555;78,372;149,218;364,269;29989;8,454;21,555;67,217;214,794;23,778;4,117;0,806;0,861;10,848;5,639;163,472;4,418;8,446
BARC1-A11;10,5;1970;Barcelone;BARC1-A11;52,26;2,008;52992;69,024;92,767;340,775;27220;7,825;17,924;50,653;159,568;18,972;2,453;0,468;0,539;10,276;3,669;116,901;3,752;5,752
BARC1-A12;11,5;1965;Barcelone;BARC1-A12;54,642;2,13;56129;73,771;89,029;371,513;29587;8,449;17,47;55,676;183,937;23,288;2,759;0,68;0,651;12,122;4,394;146,615;3,859;1,84
BARC1-A14;13,5;1954;Barcelone;BARC1-A14;55,932;1,997;57520;74,637;54,402;377,469;29457;8,32;17,163;42,621;140,067;17,932;1,348;0,483;0,309;7,749;2,959;106,444;3,653;1,197
BARC1-A16;15,5;1944;Barcelone;BARC1-A16;66,052;2,474;66249;86,294;54,732;434,692;33322;9,811;21,603;35,503;125,133;19,589;1,266;0,304;0,277;6,6;2,247;76,619;3,791;0,678
BARC1-A18;17,5;1934;Barcelone;BARC1-A18;64,231;2,259;64578;83,858;52,715;426,457;31018;9,521;21,791;26,557;105,304;15,111;1,125;0,18;0,27;5,042;1,729;51,712;3,472;0,363
BARC1-A19;18,5;1928;Barcelone;BARC1-A19;62,618;2,375;64028;81,877;51,307;443,983;30341;9,218;21,205;25,48;105,001;14,77;1,009;0,178;0,266;4,643;1,626;49,074;3,449;0,269
BARC1-A22;21,5;1913;Barcelone;BARC1-A22;56,746;2,022;56853;70,97;39,675;376,587;27994;8,417;17,825;21,636;87,544;14,428;0,992;0,123;0,217;4,115;1,229;39,544;2,908;0,066
BARC1-A24;23,5;1902;Barcelone;BARC1-A24;61,081;2,347;62398;80,497;44,264;403,475;29951;9,003;20,43;21,255;88,348;13,457;1,121;0,105;0,193;4,064;1,263;36,957;3,205;0,049
BARC1-A26;25,5;1892;Barcelone;BARC1-A26;55,266;2,246;56412;73,304;40,055;345,073;27500;8,253;18,554;19,648;78,891;15,367;1,488;0,104;0,165;3,74;1,239;33,789;2,853;0,053
BARC1-A28;27,5;1882;Barcelone;BARC1-A28;69,964;2,596;70716;92,627;54,914;471,867;38221;10,481;24,184;28,224;110,429;20,271;3,451;0,149;0,26;4,881;1,562;49,073;3,361;0,141
BARC1-A31;30,5;1866;Barcelone;BARC1-A31;65,058;2,573;68637;86,218;47,281;442,075;33406;9,802;22,013;22,933;93,953;15,58;1,317;0,097;0,179;4,471;1,284;37,835;3,314;0,053
BARC1-A34;33,5;1851;Barcelone;BARC1-A34;65,888;2,316;69074;88,519;47,225;422,583;33906;9,99;21,658;23,166;96,181;15,679;1,096;0,095;0,18;4,507;1,297;38,333;3,084;0,077
BARC1-A37;36,5;1835;Barcelone;BARC1-A37;62,852;2,399;65821;84,154;45,644;439,887;32522;9,717;20,533;22,188;93,191;15,281;1,202;0,11;0,199;4,336;1,237;38,214;3,134;0,04
BARC1-A42;41,5;1809;Barcelone;BARC1-A42;61,741;2,288;63277;81,607;42,618;406,286;30391;9,045;19,936;20,795;88,797;14,483;1,099;0,094;0,183;3,933;1,306;34,925;2,919;0,021
BARC1-A45;44,5;;Barcelone;BARC1-A45;73,636;2,995;77090;100,62;53,972;498,931;36927;11,246;24,631;26,031;111,033;16,722;1,217;0,106;0,224;4,548;1,51;41,709;3,187;0,023
BARC1-A48;49,5;;Barcelone;BARC1-A48;64,095;2,251;66370;85,538;44,788;426,57;32308;9,441;20,569;22,284;94,419;15,36;1,285;0,104;0,183;4,133;1,263;37,688;3,176;0,031
BARC1-A51;52,5;;Barcelone;BARC1-A51;66,244;2,539;67954;89,198;46,527;406,619;33625;10,09;21,955;23,634;100,818;15,963;1,397;0,1;0,201;4,182;1,36;39,168;3,273;0,03
BARC1-A54;55,5;;Barcelone;BARC1-A54;59,455;2,45;62140;81,545;43,697;379,949;30250;9,443;20,497;19,956;88,785;15,046;1,045;0,098;0,187;3,722;1,334;34,229;3,223;0,028
BARC1-A57;58,5;;Barcelone;BARC1-A57;63,111;2,401;64762;83,18;44,159;391,741;31758;9,453;20,353;20,263;87,524;14,515;1,301;0,095;0,171;3,869;1,289;32,503;3,349;0,034
BARC1-A60;61,5;;Barcelone;BARC1-A60;63,596;2,429;64591;84,772;44,85;392,006;31379;9,364;20,675;20,737;86,815;14,216;1,259;0,096;0,165;3,938;1,322;35,163;3,274;0,042
BARC1-A63;64,5;;Barcelone;BARC1-A63;65,586;2,668;66939;86,787;46,623;392,561;33263;9,723;21,603;21,75;89,865;15,522;2,171;0,098;0,172;4,012;1,368;32,6;3,323;0,03
TU_A1;0,5;2024;Turku;TU_A1;48,672;2,4;62208;92,03;92,698;415,141;45357;14,308;36,542;68,787;148,534;10,253;3,423;0,116;0,293;3,339;0,408;25,298;5,107;0,026
TU_A2;1,5;2023;Turku;TU_A2;60,92;2,811;77092;114,75;99,828;508,202;50289;17,539;43,353;51,636;168,628;11,128;4,382;0,136;0,349;3,72;0,385;29,133;6,206;0,025
TU_A5;4,5;2020;Turku;TU_A5;60,053;3,196;76766;114,102;99,107;504,156;50992;17,642;44,004;53,791;174,835;10,28;3,613;0,143;0,398;3,698;0,373;29,127;6,029;0,028
TU_A8;7,5;2016;Turku;TU_A8;63,119;3,05;78829;117,501;102,287;546,265;53092;18,497;44,648;44,719;176,069;11,71;3,401;0,145;0,394;3,848;0,412;31,53;6,331;0,029
TU_A11;10,5;2013;Turku;TU_A11;63,139;3,436;77804;116,285;101,749;566,178;53740;18,25;45,02;46,158;179,348;12,011;3,053;0,147;0,45;3,93;0,405;31,919;6,391;0,031
TU_A14;13,5;2010;Turku;TU_A14;64,282;3,031;77981;116,366;102,625;556,405;53703;17,988;44,928;43,216;182,446;11,472;2,357;0,15;0,405;3,981;0,432;34,198;6,261;0,034
TU_A18;17,5;2006;Turku;TU_A18;65,413;3,023;78429;117,291;102,076;564,533;53294;18,387;45,4;44,27;185,186;11,932;2,553;0,153;0,439;4,012;0,448;37,206;6,448;0,03
TU_A23;22,5;2001;Turku;TU_A23;64,42;3,241;77248;114,869;100,653;581,642;53281;19,065;46,433;43,734;188,845;12,035;3,818;0,162;0,537;4,088;0,452;36,756;6,468;0,033
TU_A28;27,5;1995;Turku;TU_A28;64,723;3,274;75382;112,901;99,386;610,748;51840;19,582;46,057;44,062;208,649;12,185;3,234;0,177;0,627;4,245;0,524;42,576;6,396;0,045
TU_A32;31,5;1991;Turku;TU_A32;62,669;3,22;74007;111,609;98,026;615,935;51230;19,263;46,299;41,044;213,569;12,685;2,566;0,189;0,675;4,337;0,603;46,41;6,286;0,056
TU_A34;33,5;1989;Turku;TU_A34;62,195;2,901;72287;109,359;96,698;605,688;50469;19,335;45,571;41,517;218,57;13,47;4,18;0,189;0,761;4,427;0,666;50,877;6,681;0,06
TU_A36;35,5;1987;Turku;TU_A36;61,352;3,279;72153;108,979;95,927;561,285;49167;20,044;46,313;42,103;230,853;13,063;4,051;0,206;0,885;4,52;0,713;55,243;6,589;0,07
TU_A38;37,5;1985;Turku;TU_A38;63,439;3,178;72854;111,184;98,282;593,846;51103;21,144;46,449;42,931;236,669;14,526;5,522;0,212;0,845;4,647;0,761;58,795;7,21;0,066
TU_A40;39,5;1982;Turku;TU_A40;59,733;3,01;69841;106,854;93,908;607,039;49671;21,415;44,679;43,162;255,881;14,506;6,108;0,22;0,995;4,701;0,873;63,527;7,291;0,073
TU_A42;41,5;1980;Turku;TU_A42;57,52;2,793;66217;101,896;88,519;565,314;45992;18,645;41,682;39,518;226,456;13,581;6,244;0,207;0,857;4,43;0,755;56,579;7,032;0,077
TU_A44;43,5;1978;Turku;TU_A44;62,889;3,093;71911;109,858;96,322;612,841;48356;20,359;43,611;39,974;232,724;14,929;4,028;0,217;0,744;4,747;0,771;58,291;6,929;0,084
TU_A47;46,5;1975;Turku;TU_A47;63,411;3,034;72857;110,941;96,717;663,644;49636;20,109;44,674;41,746;250,965;16,161;4,363;0,225;0,85;5,04;0,915;65,336;7,254;0,092
TU_A50;49,5;1972;Turku;TU_A50;61,279;3,084;70018;106,666;93,576;560,063;48010;21,548;43,142;43,577;257,675;15,934;5,658;0,254;1,052;5,348;1,036;63,686;7,237;0,099
TU_A53;52,5;1969;Turku;TU_A53;62,683;2,906;71011;107,892;93,483;528,342;47353;18,255;41,012;41,039;226,696;14,475;5,392;0,203;0,864;4,745;0,875;58,286;7,281;0,075
TU_A55;54,5;1967;Turku;TU_A55;62,372;3,269;70975;108,168;92,897;514,703;45843;15,376;40,337;37,736;221,696;12,829;2,789;0,18;0,651;4,466;0,856;53,447;7,028;0,074
TU_A58;57,5;1963;Turku;TU_A58;59,963;3,047;67701;103,358;88,375;476,809;44670;14,426;37,341;34,528;182,614;12,575;1,88;0,161;0,518;4,251;0,761;49,759;6,715;0,063
TU_A61;60,5;1960;Turku;TU_A61;67,815;3,426;85698;128,012;108,578;564,777;54175;18,47;47,006;41,312;220,073;14,156;1,679;0,17;0,533;4,736;0,847;53,183;6,877;0,063
TU_A64;63,5;1957;Turku;TU_A64;70,279;3,476;86630;132,41;111,579;575,223;55019;18,377;47,614;42,997;225,92;11,902;1,708;0,178;0,625;4,826;0,911;56,285;8,095;0,067
TU_A67;66,5;1954;Turku;TU_A67;68,77;3,384;85470;130,584;110,292;555,195;55371;20,162;46,778;40,881;206,386;13,705;2,37;0,17;0,443;4,483;0,784;52,187;8,242;0,045
TU_A70;69,5;1951;Turku;TU_A70;69,787;3,379;85912;132,031;112,425;553,444;56685;20,497;47,354;40,121;196,972;16,193;2,177;0,166;0,346;4,358;0,633;47,994;7,502;0,032
TU_A73;72,5;1947;Turku;TU_A73;69,084;3,709;85130;130,471;110,429;553,612;55347;20,217;46,422;38,712;185,381;16,222;3,1;0,159;0,255;4,245;0,571;41,523;7,558;0,024
TU_A75;74,5;1945;Turku;TU_A75;67,66;3,284;82411;127,032;106,496;555,203;55489;19,513;45,673;38,015;176,491;13,871;3,514;0,16;0,242;4,134;0,543;40,348;8,23;0,024
TU_A77;76,5;1943;Turku;TU_A77;70,481;3,583;84874;132,224;110,46;576,117;57435;20,319;47,228;39,675;184,562;14,35;2,658;0,167;0,234;4,33;0,568;41,766;8,541;0,024
TU_A80;79,5;1940;Turku;TU_A80;69,53;3,224;83180;129,729;108,384;596,132;56306;20,478;46,839;38,358;179,195;12,882;4,408;0,16;0,193;4,302;0,548;42,667;9,041;0,02
TU_A85;84,5;1935;Turku;TU_A85;73,964;3,491;88721;137,4;115,269;669,936;62311;20,957;48,664;39,199;188,911;14,648;3,819;0,165;0,209;4,529;0,549;42,367;8,893;0,017
TU_A89;88,5;1930;Turku;TU_A89;72,7;3,586;85721;133,452;111,629;684,281;56304;19,944;47,994;39,018;184,199;13,523;3,036;0,167;0,26;4,428;0,55;41,694;9,668;0,017
TU_A93;92,5;1926;Turku;TU_A93;71,691;3,403;84427;131,286;109,741;695,47;55461;19,524;46,177;39,05;179,762;12,88;3,719;0,17;0,228;4,435;0,578;40,373;10,177;0,018
GD-A2;1,5;2020;Gdansk;GD-A2;33,946;2,793;44188;64,963;90,164;420,252;62666;5,944;19,299;116,47;562,06;20,463;2,248;0,336;1,499;6,052;1,8;120,923;7,668;1,512
GD-A4;3,5;2016;Gdansk;GD-A4;35,777;3,542;51712;76,999;106,423;376,386;74028;6,076;20,633;126,942;625,659;23,062;3,2;0,364;1,943;6,278;1,54;128,851;9,339;0,323
GD-A6;5,5;2013;Gdansk;GD-A6;33,134;4,901;63692;103,151;142,555;446,412;109072;6,022;21,858;136,719;764,251;29,945;4,806;0,423;2,948;10,093;1,999;126,859;13,798;0,815
GD-A8;7,5;2010;Gdansk;GD-A8;25,447;5,118;62089;95,034;137,472;392,463;90641;5,11;19,341;124,182;713,204;23,017;3,655;0,364;3,078;5,896;1,786;121,065;12,482;0,327
GD-A10;9,5;2007;Gdansk;GD-A10;27,364;5,192;65875;103,448;148,135;435,987;102440;5,578;21,571;136,464;769,801;27,292;3,959;0,394;3,22;9,224;1,92;134,156;12,818;0,369
GD-A12;11,5;2005;Gdansk;GD-A12;28,9;4,635;61490;100,642;139,592;414,004;92736;5,349;20,465;132,443;810,08;27,056;4,704;0,519;3,788;7,068;1,878;131,85;13,031;0,599
GD-A14;13,5;2002;Gdansk;GD-A14;32,745;6,029;69977;121,204;162,335;482,082;122011;5,797;23,775;150,96;927,719;31,226;4,116;0,474;3,651;7,248;2,563;141,879;14,447;0,391
GD-A16;15,5;1999;Gdansk;GD-A16;25,068;5,52;65964;129,248;171,737;563,311;151381;5,402;29,591;135,369;977,862;36,643;5,109;0,482;4,019;7,316;2,231;122,853;15,242;0,645
GD-A18;17,5;1997;Gdansk;GD-A18;23,378;5,02;61528;109,035;147,298;522,335;120727;5,816;25,902;149,117;969,93;28,734;3,446;0,545;4,473;7,429;2,927;133,878;13,838;0,472
GD-A20;19,5;1994;Gdansk;GD-A20;18,115;5,362;64320;103,45;151,663;495,895;115759;5,114;20,889;183,208;1029,143;31,302;2,811;0,68;5,908;9,596;3,253;156,617;14,743;1,739
GD-A22;21,5;1992;Gdansk;GD-A22;16,87;5,695;66615;96,485;154,638;430,228;99222;5,326;21,253;149,108;1014,628;32,674;2,434;0,64;6,866;8,189;2,701;128,158;17,765;0,32
GD-A24;23,5;1989;Gdansk;GD-A24;16,62;5,15;61275;89,17;145,953;390,283;118926;5,771;23,142;114,249;1203,742;38,765;2,748;0,824;7,642;9,817;2,19;120,953;18,12;0,367
GD-A26;25,5;1986;Gdansk;GD-A26;16,196;5,608;65921;94,125;150,03;417,931;109120;5,879;23,754;105,58;1160,1;41,31;2,095;0,748;8,997;10,081;2,06;117,615;19,748;0,364
GD-A28;27,5;1985;Gdansk;GD-A28;11,193;5,323;58872;83,669;141,932;520,802;131005;6,276;23,264;92,468;1130,547;41,947;2,394;0,518;9,441;7,466;1,773;105,494;18,095;0,28
GD-A34;33,5;1980;Gdansk;GD-A34;11,149;5,523;59431;94,191;125,244;636,082;138465;6,8;28,235;92,988;1127,876;38,641;1,84;0,456;9,268;6,434;1,619;109,958;16,876;0,257
GD-A38;37,5;1977;Gdansk;GD-A38;13,666;4,943;55644;95,66;129,85;665,61;132889;7,215;32,535;105,078;1271,766;40,455;1,22;0,557;10,649;8,384;1,637;122,15;17,684;0,347
GD-A42;41,5;1974;Gdansk;GD-A42;13,227;4,542;58281;78,494;122,678;571,067;117435;8,134;33,35;99,962;1232,87;43,735;1,347;0,542;9,568;7,203;1,693;127,627;15,855;0,311
GD-A48;47,5;1969;Gdansk;GD-A48;9,85;5,676;58363;82,526;123,717;765,238;138118;7,801;32,339;85,929;1274,212;44,226;0,881;0,416;9,708;5,378;1,25;104,776;15,493;0,268
GD-A58;57,5;1962;Gdansk;GD-A58;11,952;4,503;46389;77,203;110,646;867,022;127246;8,322;33,673;64,743;1043,977;38,56;1,195;0,509;9,707;4,571;1,023;76,424;23,046;0,283
GD-A68;67,5;1957;Gdansk;GD-A68;4,765;5,746;55212;74,799;111,125;1123,827;153592;7,62;29,898;65,381;1124,454;36,538;0,783;0,225;7,909;2,592;0,91;71,43;13,666;0,132
GD-A80;79,5;1948;Gdansk;GD-A80;11,389;5,218;55291;72,515;117,318;704,042;129742;7,768;30,552;81,486;1264,86;35,681;1,074;0,481;11,495;6,201;1,397;100,64;16,702;0,331
GD-A82;81,5;1946;Gdansk;GD-A82;6,43;5,811;56624;74,767;109,78;835,022;163906;7,698;30,112;72,461;1175,927;36,921;1,045;0,29;8,078;3,671;1,232;87,877;14,619;0,369
GD-A84;83,5;1945;Gdansk;GD-A84;8,865;5,63;50704;71,348;116,303;863,511;156628;7,998;31,057;84,545;1214,561;34,527;1,171;0,502;12,276;5,659;1,32;93,415;21,535;0,295
